"Title","Description","Link","Hackathon"
"pƧhare","Developers tools to enable inventory and work order management, preventive and reactive maintenance at the warehouse using Filecoin Virtual machine, Starknet, Fleek and Web3 ecosystem tools.","https://ethglobal.b-cdn.net/projects/g2h5c/banner/default.jpg","HACKFS 2024"
"LabelChain","Developers tools to enable inventory and work order management, preventive and reactive maintenance at the warehouse using Filecoin Virtual machine, Starknet, Fleek and Web3 ecosystem tools.","https://ethglobal.b-cdn.net/projects/g2h5c/banner/default.jpg","HACKFS 2024"
"myzk","Corgi the game is a game based on Corgi character using Corgi meme coin","https://ethglobal.b-cdn.net/projects/o7ix3/banner/default.jpg","HACKFS 2024"
"FilCRM","Efficient way to run LLM and other AI model on decentralised compute","https://ethglobal.b-cdn.net/projects/mkgk7/banner/default.jpg","HACKFS 2024"
"skillsharefr","We are developing a lottery app based on blockchain technology. The app will include various game variants, such as dice games. We are utilizing verifiable randomness on the blockchain to ensure fair play.","https://ethglobal.b-cdn.net/projects/dpr08/banner/default.jpg","HACKFS 2024"
"Social FVM",""Snapshare: A decentralized photo sharing app built on the Ethereum blockchain. Upload, share, and discover photos securely. #Blockchain #Decentralized #Ethereum"","https://ethglobal.b-cdn.net/projects/24nzo/banner/default.jpg","HACKFS 2024"
"Spreading Kindness","Archive Github repositories verifiably using Lit protocol to pull and sign the repository and post it on the filecoin storage","https://ethglobal.b-cdn.net/projects/gbcfd/banner/default.jpg","HACKFS 2024"
"Least","KeyShard Distributes key generation with FROST, a threshold Schnorr signature scheme . Participants contribute shares to a multi-party computation (MPC) on Fluence , generating secret key shares without learning the full key .","https://ethglobal.b-cdn.net/projects/odizm/banner/default.jpg","HACKFS 2024"
"Wind Breathers","Welcome to StableStore, the ultimate dashboard for Filecoin storage providers. Designed to streamline your operations and finances, StableStore offers a comprehensive suite of tools to manage your storage deals and monitor your performance.","https://ethglobal.b-cdn.net/projects/ah8sy/banner/default.jpg","HACKFS 2024"
"ImagineNet","Smartogents is an AI-powered tool designed to enhance the understanding, testing, and simulation of smart contracts on the Galadriel Devnet.","https://ethglobal.b-cdn.net/projects/oer3s/banner/default.jpg","HACKFS 2024"
"DAOVerified","Ninja Academy is an interactive educational platform for developers, offering courses on StarkNet and blockchain basics. It features gamification, community engagement, and reputation-based NFTs, empowering developers to innovate and grow within the StarkNet ecosystem","https://ethglobal.b-cdn.net/projects/hvt1d/banner/default.jpg","STARKHACK"
"MintMyThoughts","Enhancement of py-ipfs-client through filecoin archival, unpinning and retrieval through lassie","https://ethglobal.b-cdn.net/projects/3o4vm/banner/default.jpg","HACKFS 2024"
"ArcSlayer","Fold empowers Filecoin Storage Providers with lending based on on-chain reputation calculated using Lilypad's computational power. It leverages ML models and robust risk mitigation to ensure staking profitability and prevent defaults.","https://ethglobal.b-cdn.net/projects/jboc2/banner/default.jpg","HACKFS 2024"
"LoomHub","GiftWrap is a platform that allows users to gift Filecoin storage to others using gift cards, paid for with stablecoins or native ETH on Base, bridging the gap between different blockchain networks.","https://ethglobal.b-cdn.net/projects/omx82/banner/default.jpg","HACKFS 2024"
"Honorous","A firefox extension which does client-side verification and resolution of ENS+IPFS/IPNS sites","https://ethglobal.b-cdn.net/projects/4vd4b/banner/default.jpg","HACKFS 2024"
"TribalBet","Gather ingredients, explore, trade, and create new items in this fantasy clicker game. Built with Dojo for transparency. Dive into the magic!","https://ethglobal.b-cdn.net/projects/1qpgg/banner/default.jpg","HACKFS 2024"
"Super Charger","WarmStorageChain is an open-source hot storage tier blockchain solution on Filecoin, optimizing decentralized storage and retrieval with a hot data transition layer for rapid retrieval, reduced latency, and enhanced accessibility.","https://ethglobal.b-cdn.net/projects/4qr57/banner/default.jpg","HACKFS 2024"
"Subscription","Willfy your documents, transactions, and wallets in the most secure and decentralized manner, backed by a trusted execution environment and smart contracts","https://ethglobal.b-cdn.net/projects/0apqc/banner/default.jpg","HACKFS 2024"
"Anti-AI","We are creating a tokenomics simulator where you can input all the token parameters and see how token price behaves","https://ethglobal.b-cdn.net/projects/gkoph/banner/default.jpg","HACKFS 2024"
"PromptReality","BlockClarity simplifies smart contracts and blockchain transactions using on-chain LLMs via the Galadriel protocol. Users input contract addresses or transaction IDs, and BlockClarity provides clear, concise explanations, making blockchain technology accessible and transparent.","https://ethglobal.b-cdn.net/projects/k3chr/banner/default.jpg","HACKFS 2024"
"SolarXM","Supply Chain Ledger is your comprehensive solution for managing and tracking your supply chain using blockchain technology.","https://ethglobal.b-cdn.net/projects/30soi/banner/default.jpg","HACKFS 2024"
"Web3Agent 2.0","EIP-4824 Introduces DAO URI to organize DAO Metadata, This project paves an ENS pathway to adopt EIP-4824","https://ethglobal.b-cdn.net/projects/xymig/banner/default.jpg","HACKFS 2024"
"Sign up to get the latest news and updates on ETHGlobal","212 / 5,000 A faucet for Fluence developers. Log in with your Metamask wallet and receive your first FLT & tUSDC to interact with the testnet network.","https://ethglobal.b-cdn.net/projects/r0ndq/banner/default.jpg","HACKFS 2024"
"Web3Agent 2.0","Crypto-cartels is dynamics of monopolies within the blockchain ecosystem.","https://ethglobal.b-cdn.net/projects/769mm/banner/default.jpg","ETHGLOBAL BRUSSELS"
"MedLIT","Advault is the Ad infrastructure for web3, enabling seamless ad integration in blockchain products by providing an API to retrieve and display ads stored on Filecoin.","https://ethglobal.b-cdn.net/projects/3ofqh/banner/default.jpg","HACKFS 2024"
"HStream","Meet Sir Frank, your autonomous legal assistant! Using Retrieval-Augmented Generation (RAG), Sir Frank provides precise legal information, drafts documents, and conducts comprehensive research, helping lawyers save time and enhance accuracy.","https://ethglobal.b-cdn.net/projects/e3jx9/banner/default.jpg","HACKFS 2024"
"Mind Palace","Generate c# class from your abi for the chainsafe sdk, compatible with Unity","https://ethglobal.b-cdn.net/projects/ermx3/banner/default.jpg","HACKFS 2024"
"Mona Gallery","Find friends with your digital twin on a decentralized network","https://ethglobal.b-cdn.net/projects/3bbyh/banner/default.jpg","HACKFS 2024"
"WeatherProof","Example of combining and sending transactions using a Lit Action","https://ethglobal.b-cdn.net/projects/2xxau/banner/default.jpg","HACKFS 2024"
"Swarm.ai","Xyllowis a blockchain-based RealEstate Dapp where seller lists their properties and buyers can buy the property and get NFT of the property as a token of ownership. Here each property is represented by an individual NFT.","https://ethglobal.b-cdn.net/projects/f1srg/banner/default.jpg","HACKFS 2024"
"FluenceAI","CoLab connects developers to collaboratively solve project issues. List your code issues, and fellow developers can assist via virtual meet rooms with a shared code editor. Communicate through mailing service and earn NFTs for successfully resolving issues.","https://ethglobal.b-cdn.net/projects/zs19a/banner/default.jpg","HACKFS 2024"
"MyDID","ProjectSmith is a Chrome extension designed to enhance and expand the functionality of data-rich blockchain explorers like Beryx by integrating a conversational AI assistant and agent actions.","https://ethglobal.b-cdn.net/projects/f7ze4/banner/default.jpg","HACKFS 2024"
"Decentralytics","A platform to build, create and compose AI agents built on Galadriel to carry out several tasks","https://ethglobal.b-cdn.net/projects/h2tjp/banner/default.jpg","HACKFS 2024"
"Metacare.ai","generic time stamping for files - an application that can be used in proving file or link provenance, with approval by stakeholders","https://ethglobal.b-cdn.net/projects/4ebcw/banner/default.jpg","HACKFS 2024"
"CertiFy","generic time stamping for files - an application that can be used in proving file or link provenance, with approval by stakeholders","https://ethglobal.b-cdn.net/projects/4ebcw/banner/default.jpg","HACKFS 2024"
"Raffle AI NFT","TreeTomorrow integrates tree planting with blockchain. Every planted tree is photographed, geo-tagged, and minted as an NFT stored on Filecoin. Linked to an ENS subdomain, it offers verifiable proof of existence, ensuring transparency, security, and engagement.","https://ethglobal.b-cdn.net/projects/j2em0/banner/default.jpg","HACKFS 2024"
"Smart Agent","I try to build an on chain game, but now can only finish charactor creator","https://ethglobal.b-cdn.net/projects/gi09k/banner/default.jpg","HACKFS 2024"
"PenguinUp","This Dapp use erc404 with custom Lilypad stable diffusion generete unique images","https://ethglobal.b-cdn.net/projects/xtjh5/banner/default.jpg","HACKFS 2024"
"MEVSpy","A decentralized frontend inference for multiple language models hosted on IPFS and Fleek.","https://ethglobal.b-cdn.net/projects/ojkm3/banner/default.jpg","HACKFS 2024"
"TheAnalyst","A Decentralised Hub for federated model training on access controlled private datasets.","https://ethglobal.b-cdn.net/projects/3g8kp/banner/default.jpg","HACKFS 2024"
"ETH Couture","HackAR: Blending Mona Wallet, Lit Protocol, & Google's Geospatial Creator, we've built a spatial marvel on Unity. Explore the Metaplex, play Crypto Saber, and experience hyper-realistic WeatherXM—all from the comfort of home. #SpatialComputing #VR #AR","https://ethglobal.b-cdn.net/projects/bdjsv/banner/default.jpg","HACKFS 2024"
"Civ AI","ZeroAI extends AI adoption by empowering Offline Access to agents created on Filecoin.","https://ethglobal.b-cdn.net/projects/hn48n/banner/default.jpg","HACKFS 2024"
"ENS Explorer","A functionality that allows games using Mona's SDK enable their users to publish and mint their in game scores","https://ethglobal.b-cdn.net/projects/ufccg/banner/default.jpg","HACKFS 2024"
"Job Board Delta","We built an AI-assisted meeting/call platform with inbuilt summarizing capabilities. The platform uses Huddle01's SDK to provide with video and audio call capabilities along with the use of OpenAI's API (Whisper and tts-1) to generate text and audio based summary of the call.","https://ethglobal.b-cdn.net/projects/y5qgj/banner/default.jpg","HACKFS 2024"
"NexTown","decentralized education platform the devalues higher ed by removing middlemen in current institutional bureaucracies.","https://ethglobal.b-cdn.net/projects/tyheu/banner/default.jpg","HACKFS 2024"
"ZKTPS","Bringing blockchain assets to life powered by the Mona Unity SDK! Chat and interact with all your favorite digital assets.","https://ethglobal.b-cdn.net/projects/bnr4i/banner/default.jpg","HACKFS 2024"
"NRC20","Show Off is social AR mobile app that brings your crypto assets to life. Visualize and interact with your crypto tokens and NFTs in an AR environment. Share your AR experiences using the Lens Protocol and join friends","https://ethglobal.b-cdn.net/projects/pnrrm/banner/default.jpg","HACKFS 2024"
"StarkTrip","Delorean is an IPC subnet that extends the timelock encryption capabilites of DRAND. It allows for programming key generation conditions using Solidity smart contracts unlocking many new use-cases and integrations","https://ethglobal.b-cdn.net/projects/3swnm/banner/default.jpg","HACKFS 2024"
"DeWork","A decentralized communication platform that leverages blockchain technology for secure, transparent, and censorship-resistant discussions","https://ethglobal.b-cdn.net/projects/yeo42/banner/default.jpg","HACKFS 2024"
"AI Promo Controller","DealFlow: Unlocking Decentralized File Storage on Filecoin with Seamless Autonomy, Verifiable Security, and Robust, Scalable Solutions for Users and Storage Providers. Experience the Future of File Storage with IPC, Stablecoin Payments, and Easy Retrieval—All on-chain","https://ethglobal.b-cdn.net/projects/af4xp/banner/default.jpg","HACKFS 2024"
"Giza Weather Game","Delegate your DAO voting power to AI agents that vote on your behalf, fully decentralised using LIT Protocol, Galadriel and running on Fleek.","https://ethglobal.b-cdn.net/projects/qoo23/banner/default.jpg","HACKFS 2024"
"InsureWise","FilP2P is a Desktop app for general public to directly store file on filecoin","https://ethglobal.b-cdn.net/projects/8v0nf/banner/default.jpg","HACKFS 2024"
"Blogg3r","Experimental full-on-chain NFT and Dapp. Filecoin version of the project “Sakutaro Poems NFTs” deployed on multiple blockchains.","https://ethglobal.b-cdn.net/projects/qhu44/banner/default.jpg","HACKFS 2024"
"Oracle","Enhancing the WXM Explorer to allow bounty creation and management.","https://ethglobal.b-cdn.net/projects/27usz/banner/default.jpg","HACKFS 2024"
"ENS Magic Link","A decentralized publication management protocol with enhanced privacy features tailored for writers","https://ethglobal.b-cdn.net/projects/hz719/banner/default.jpg","HACKFS 2024"
"FVM Warehouse","A decentralized infrastructure to distribute your compute across multiple machines in parallel","https://ethglobal.b-cdn.net/projects/afrci/banner/default.jpg","HACKFS 2024"
"Sign up to get the latest news and updates on ETHGlobal","digishare is the all in one digital cloud storage platform for trading and sharing digital assets securely using blockchain technology.","https://ethglobal.b-cdn.net/projects/6cnfu/banner/default.jpg","HACKFS 2024"
"FVM Warehouse",""Developing a mobile app for secure sharing of user profiles and funds stored in an Account Abstraction wallet. #MobileApp #AAWallet #SecureSharing #Funds"","https://ethglobal.b-cdn.net/projects/nn3yu/banner/default.jpg","HACKFS 2024"
"Corgi: The Game","Your on-chain AI assistant offering chat, screenshot analysis, financial advice, and seamless crypto trading. Powered by blockchain and advanced AI, Samah transforms your digital interactions with real-time, intelligent assistance.","https://ethglobal.b-cdn.net/projects/ox9pu/banner/default.jpg","HACKFS 2024"
"HackFS","The rapid advancement in Artificial Intelligence (AI) has led to the creation of diverse AI models that serve various purposes across multiple industries. However, accessing, sharing, and monetizing these models remain centralized.","https://ethglobal.b-cdn.net/projects/v2ir8/banner/default.jpg","HACKFS 2024"
"Decentralized-casino","Serverless functions for recall of asset position and average price.","https://ethglobal.b-cdn.net/projects/yeoha/banner/default.jpg","HACKFS 2024"
"SnapShare","immutable erc-721 NFT creator royalty broker with built in marketplace as sale price empowering creators as owners of commissioned royalties.","https://ethglobal.b-cdn.net/projects/532fy/banner/default.jpg","HACKFS 2024"
"GithubArchive","Secure your data with zero-knowledge proofs & verifiable credentials. Local-first wallet for ultimate control.","https://ethglobal.b-cdn.net/projects/z8256/banner/default.jpg","HACKFS 2024"
"KeyShard","Onchain ML engine to create Dapp ML agents on top of Filecoin","https://ethglobal.b-cdn.net/projects/x1z4q/banner/default.jpg","HACKFS 2024"
"Stablestore","Decentralized Order Book for incentivize content Hosting across time using IPFS and Ethereum","https://ethglobal.b-cdn.net/projects/fjfqg/banner/default.jpg","HACKFS 2024"
"Smartogents","WatchWeather lets you check your WeatherXM devices on the go, view live weather data, monitor WXM token earnings, access local forecasts, and view historical weather charts. Stay connected to your weather network anytime, anywhere.","https://ethglobal.b-cdn.net/projects/dxg30/banner/default.jpg","HACKFS 2024"
"Ninja Academy","An stake based fitness competition app based on starknet that allows you to compete with yoursefl","https://ethglobal.b-cdn.net/projects/vosc5/banner/default.jpg","HACKFS 2024"
"FileLoom","An stake based fitness competition app based on starknet that allows you to compete with yoursefl","https://ethglobal.b-cdn.net/projects/vosc5/banner/default.jpg","HACKFS 2024"
"Fold","The app uses Lit Protocol to securely encrypt, decrypt, and conditionally sign documents, ensuring only authorized users can access and sign them.","https://ethglobal.b-cdn.net/projects/hupcj/banner/default.jpg","HACKFS 2024"
"GiftWrap","Connect researchers to incentivized global research participants for equitable data collection w/ crypto payments","https://ethglobal.b-cdn.net/projects/w0820/banner/default.jpg","HACKFS 2024"
"limo hijacker","On-chain AI agent that generates crypto portfolio snapshot NFT's","https://ethglobal.b-cdn.net/projects/8jd4g/banner/default.jpg","HACKFS 2024"
"CryptoAlchemy","Idea of an IPFS / Filecoin based solution to foster progress in mathematical research by leveraging the Lean theorem prover and a tailored reward system, to make research free and accessible.","https://ethglobal.b-cdn.net/projects/5tabq/banner/default.jpg","HACKFS 2024"
"WarmStorageChain","MissionChain is a decentralized application (dApp) that enables companies to store, share, and preserve their mission statements on the blockchain, ensuring they are always accessible, secure, and verifiable.","https://ethglobal.b-cdn.net/projects/bncu4/banner/default.jpg","HACKFS 2024"
"EternaTrust","A decentralised AI service for the detection of deepfake images and videos","https://ethglobal.b-cdn.net/projects/t982r/banner/default.jpg","HACKFS 2024"
"Tokenomics Simulator","A web3 take on Rock Paper Scissors. Play matches, win tokens, and have fun! Each game is equipped with live video and chat options to keep it entertaining. Create generative avatars and secure your unique game IDs. Coming soon to Unity.","https://ethglobal.b-cdn.net/projects/w40wj/banner/default.jpg","HACKFS 2024"
"BlockClarity","High replay-able short form game using genAI to create unique game stories.","https://ethglobal.b-cdn.net/projects/jav70/banner/default.jpg","HACKFS 2024"
"Supply Chain Ledger","identiFi is a cutting-edge blockchain-based digital identity platform that empowers users to create, verify, and manage their unique decentralized identifiers (DIDs) securely. Seamlessly issue and verify credentials, ensuring privacy and authenticity across various platforms.","https://ethglobal.b-cdn.net/projects/whug7/banner/default.jpg","HACKFS 2024"
"ENS-eip4824","Platform to create, launch and manage phygital NFTs with interactive AI avatars & VR environments","https://ethglobal.b-cdn.net/projects/smkkq/banner/default.jpg","HACKFS 2024"
"Fluence Faucet","Youmio is a decentralized video conferencing platform leveraging blockchain, Livepeer, and IPFS for secure, scalable, and user-centric communication. Empowering users with data privacy and robust security, Youmio redefines online collaboration in the Web3 era","https://ethglobal.b-cdn.net/projects/csrbi/banner/default.jpg","HACKFS 2024"
"Crypto-cartels","Use your wallet to access custom AI agents, keeping your data, RAG, and queries secure.","https://ethglobal.b-cdn.net/projects/aopqo/banner/default.jpg","HACKFS 2024"
"AdVault","The project is initialized based on `Scaffold-ETH 2`. We learned from [`ERC404`](https://github.com/Pandora-Labs-Org/erc404) and referred to [`ERC404-Pro`](https:// github.com/HelloRWA/ERC404Pro), we created our ERC404-RWA Protocol.","https://ethglobal.b-cdn.net/projects/6q2ed/banner/default.jpg","HACKFS 2024"
"Sir Frank","QuestAI is an AI based search engine powered by Fleek and IPFS","https://ethglobal.b-cdn.net/projects/mdfzp/banner/default.jpg","HACKFS 2024"
"Chainsafe generator","Chirpcaster is an innovative push-to-talk decentralized application (dApp) designed to facilitate real-time voice communication over blockchain networks.","https://ethglobal.b-cdn.net/projects/tqzfn/banner/default.jpg","HACKFS 2024"
"soulmate.ai","Zettelcasten - Web 3 Digital Brain: end-to-end encrypted, stored on IPFS Markdown files.","https://ethglobal.b-cdn.net/projects/mvum8/banner/default.jpg","HACKFS 2024"
"Sender","Experimenting with fleek and deploying projects there just trying it out.","https://ethglobal.b-cdn.net/projects/9wqzp/banner/default.jpg","HACKFS 2024"
"Xyllow","Natural Asset Smart Contract Standard to enable markets for ecosystem services.","https://ethglobal.b-cdn.net/projects/dvyv5/banner/default.jpg","HACKFS 2024"
"CoLab","Binecone Project for HackFS 2024. - Data DAO Project based on FVM","https://ethglobal.b-cdn.net/projects/5cku0/banner/default.jpg","HACKFS 2024"
"ProjectSmith","Playback Network is a decentralized data marketplace for training a large action model","https://ethglobal.b-cdn.net/projects/xrqtm/banner/default.jpg","HACKFS 2024"
"Agent XYZ","Smart contract managed dispute arbitration with AI-assisted verdicts: a simpler way to settle disputes.","https://ethglobal.b-cdn.net/projects/ec7gc/banner/default.jpg","HACKFS 2024"
"TimeTracing","AI infra search engine-based metadata and basic data search explorer platform","https://ethglobal.b-cdn.net/projects/xofgw/banner/default.jpg","HACKFS 2024"
"Sign up to get the latest news and updates on ETHGlobal","This allows farmers to sell and re sell their crops directly without any intermediate","https://ethglobal.b-cdn.net/projects/qdybw/banner/default.jpg","HACKFS 2024"
"TimeTracing","Mosaics is an on onchain multiplayer puzzle game powered by AI. Piece together tile puzzles from AI prompts, stake assets, earn NFTs, and collaboratively solve puzzles in multiplayer challenges for a top spot on the leaderboard!","https://ethglobal.b-cdn.net/projects/87y5x/banner/default.jpg","HACKFS 2024"
"TreeTomorrow","Annotate is our innovative platform designed to bridge the gap between large companies and professional annotators, ensuring the seamless creation of training data essential for AI development.","https://ethglobal.b-cdn.net/projects/pj8cr/banner/default.jpg","HACKFS 2024"
"AI RPG story game","We are an IPFS based repository for abandonware videogames, willing to preserve old school classics forever","https://ethglobal.b-cdn.net/projects/48x0a/banner/default.jpg","HACKFS 2024"
"Dogtoken ai erc404","Cultiva Agro is an RWA service offered within the Mundo Digital application that aims to promote the digital inclusion of rural producers and provide decentralized financial services","https://ethglobal.b-cdn.net/projects/h1hi6/banner/default.jpg","HACKFS 2024"
"Pryv","fuse shader technology, Web3 blockchain, and transaction IDs to create one-of-a-kind 3D artworks，And allows users to view their work through ENS","https://ethglobal.b-cdn.net/projects/h76kf/banner/default.jpg","HACKFS 2024"
"CipherCraft","A React app, to which anyone can upload a video of their perspective while taking a walk in the morning to IPFS for everyone to see.","https://ethglobal.b-cdn.net/projects/ae4rd/banner/default.jpg","HACKFS 2024"
"HackAR","0xbsidian is an obsidian plugin that enables collaboration on documents by on chain identities. Doc data are content-adressed, stored and encrypted with LIT.","https://ethglobal.b-cdn.net/projects/f0w2r/banner/default.jpg","HACKFS 2024"
"ZeroAI","A Web3 Name Service which leverages decentralized storage to allow users to create amazing blogs","https://ethglobal.b-cdn.net/projects/i0rnb/banner/default.jpg","HACKFS 2024"
"MintScore","A multiplayer first person boxing game where you can unlock skins, weapons, and fight in your MONAVERSE metaverse spaces!","https://ethglobal.b-cdn.net/projects/w3bnj/banner/default.jpg","HACKFS 2024"
"BrieflyAI","A multiplayer first person boxing game where you can unlock skins, weapons, and fight in your MONAVERSE metaverse spaces!","https://ethglobal.b-cdn.net/projects/w3bnj/banner/default.jpg","HACKFS 2024"
"MeU","Web3Sign enables you to store and sign documents in a completely decentralized manner. Documents are stored using IPFS storage, and signatures are recorded on the blockchain.","https://ethglobal.b-cdn.net/projects/5n5hb/banner/default.jpg","HACKFS 2024"
"MonaChat VR","Create & share professional invoices in seconds, totally free! Sign in to unlock blockchain-powered security, crypto payments, and more.","https://ethglobal.b-cdn.net/projects/f4n02/banner/default.jpg","HACKFS 2024"
"Show off","Lottus is a the First Help2Earn platform where users buy tickets to support charities. Each week, one charity and one participant win a portion of the prize pool, with unique NFTs awarded to winners and participants.","https://ethglobal.b-cdn.net/projects/xzxd5/banner/default.jpg","HACKFS 2024"
"Delorean Protocol","Streamline your crypto management with our DApp, delivering instant transaction alerts directly to your device. Fully integrated with MetaMask, stay updated with real-time auditory notifications.","https://ethglobal.b-cdn.net/projects/3evt1/banner/default.jpg","HACKFS 2024"
"Chain Discourse","Audify is a cast action that converts any text into a song onchain using decentralized compute","https://ethglobal.b-cdn.net/projects/wvqpw/banner/default.jpg","HACKFS 2024"
"DealFlow","A community building tool that implements a Universal Dividend monetary system as a tokenomics framework and Web of Trust as a knowledge graph of the community.","https://ethglobal.b-cdn.net/projects/bw7fe/banner/default.jpg","HACKFS 2024"
"Synthetic Senators","A top-tier platform for secure, private data storage, leveraging advanced cryptography and decentralized tech.","https://ethglobal.b-cdn.net/projects/g7qjo/banner/default.jpg","HACKFS 2024"
"Filp2p","Smart storage solution built on top of IPFS & Filecoin, benchmarking deduplication process, and optionally enabling proof of ownership using ERC721. BUIDL for humans.","https://ethglobal.b-cdn.net/projects/2xm7d/banner/default.jpg","HACKFS 2024"
"Sakutaro Poems NFT","Decentralized scientific collaboration that enables updatable maps of technological progress allowing user to contribute, fund, and earn rewards based on their participation, driving the collaborative growth and tackling futuristic technologies with precision","https://ethglobal.b-cdn.net/projects/zz9fd/banner/default.jpg","HACKFS 2024"
"WXM Explorer v3","PeosFi aims to solve the problem of limited access to capital by enabling uncollateralized borrowing through a decentralized platform.","https://ethglobal.b-cdn.net/projects/5cdm4/banner/default.jpg","HACKFS 2024"
"DCH","Decast.Live is a live casting platform that aims to build a privacy-first video infrastructure and services to web3 and traditional organisations.","https://ethglobal.b-cdn.net/projects/me3az/banner/default.jpg","HACKFS 2024"
"Silo","SupplyGuard is a decentralized supply chain management platform enhancing transparency, accountability, and efficiency. Built on Ethereum smart contracts, it leverages AI-generated arts, Web3.storage, and secure solution for modern supply chains.","https://ethglobal.b-cdn.net/projects/m9kr9/banner/default.jpg","HACKFS 2024"
"digiShare","Next-gen resumes: private, owner-controlled, decentralized, IPFS stored and .cv domain linked on and off chain.","https://ethglobal.b-cdn.net/projects/hsc87/banner/default.jpg","HACKFS 2024"
"Project Qside","A fully on-chain game that can continuously attract players to play, and aims to solve some of the problems existing in play to earn by proposing a new token model","https://ethglobal.b-cdn.net/projects/heekp/banner/default.jpg","STARKHACK"
"Samah: On-Chain AI","Create events for the community and host according to their votes","https://ethglobal.b-cdn.net/projects/ne637/banner/default.jpg","ETHGLOBAL SYDNEY"
"DAIMM","tokenized multisig vaults (and other words that make the description box descriptive)","https://ethglobal.b-cdn.net/projects/ypqi5/banner/default.jpg","ETHGLOBAL SYDNEY"
"Serverless Functions","Marketplace for tokenised equity offering into Australian-based startups.","https://ethglobal.b-cdn.net/projects/rb4vd/banner/default.jpg","ETHGLOBAL SYDNEY"
"ROYALNFT","We classify mainnet users based solely on their on-chain activity and provide additional tooling for exploratory data analysis.","https://ethglobal.b-cdn.net/projects/5nir5/banner/default.jpg","ETHGLOBAL SYDNEY"
"Blaze ID","Form Companies On-Chain. Fully Decentralized and Fully Web3.","https://ethglobal.b-cdn.net/projects/9r638/banner/default.jpg","ETHGLOBAL SYDNEY"
"Filecoin ML Engine","Dust Auction is a liquidation protocol for disposing of unwanted assets on a curve that increases over a specified time (similar to a Dutch Auction), such that other users are incentivized to acquire the assets as the discount on them increases.","https://ethglobal.b-cdn.net/projects/wvtjg/banner/default.jpg","ETHGLOBAL SYDNEY"
"DSMarket","TurtleSwap: A decentralized exchange where only market orders are allowed, leveling the playing field for all traders. Prices fetched from Chainlink ensure fairness. Slow and steady wins the race! 🐢 #DeFi #DEX #Chainlink","https://ethglobal.b-cdn.net/projects/5kt5e/banner/default.jpg","ETHGLOBAL SYDNEY"
"WatchWeather","The Rizz Camp is a mentorship program where tech guys can level up their social game.","https://ethglobal.b-cdn.net/projects/1juqr/banner/default.jpg","ETHGLOBAL SYDNEY"
"StarkFitness","A raffle type game using ERC721 and ERC20 enabling a unique economic mechanism.","https://ethglobal.b-cdn.net/projects/pmgqb/banner/default.jpg","ETHGLOBAL SYDNEY"
"Sign up to get the latest news and updates on ETHGlobal","🔮 OpinionSwap: Unleash the wisdom of the crowd! 🌍 Predict, bet, and earn on the hottest topics using USDC. 💰 Powered by Base, Optimism, and Mantle. 🌐 Shape the future with every opinion! 📈 #OpinionTrading #Futarchy","https://ethglobal.b-cdn.net/projects/7i953/banner/default.jpg","ETHGLOBAL SYDNEY"
"StarkFitness","A crowdfunding contract for green energy project, with zk to verify sensitive credentials of the project","https://ethglobal.b-cdn.net/projects/evb84/banner/default.jpg","ETHGLOBAL SYDNEY"
"LIT-BEAT","Zeke is the first zero knowledge powered Paypal on/off ramp with Telegram native integration & Account Abstraction for a seemless UX","https://ethglobal.b-cdn.net/projects/xarwm/banner/default.jpg","ETHGLOBAL SYDNEY"
"LabCoin","Vanderlinde is your gateway to onboarding web2 people onto web3.","https://ethglobal.b-cdn.net/projects/bwgz6/banner/default.jpg","ETHGLOBAL SYDNEY"
"Publici","Spread a little joy and whimsy, make sure you slip slop slap while you're casting by automatically slapping on some noggles to your Farcaster PFP","https://ethglobal.b-cdn.net/projects/e7pbe/banner/default.jpg","ETHGLOBAL SYDNEY"
"Sakura","Combine Real World Asset Ownership with WorldCoin Attestations","https://ethglobal.b-cdn.net/projects/kj5h3/banner/default.jpg","ETHGLOBAL SYDNEY"
"MissionChain","A virtual garden to take a minute to slow down and catch your breath from the fast pace of web3","https://ethglobal.b-cdn.net/projects/ym4jn/banner/default.jpg","ETHGLOBAL SYDNEY"
"PXL","Onchain chinese culture red envelope that wraps tokens as gift for a selected group of people to redeem","https://ethglobal.b-cdn.net/projects/uc25t/banner/default.jpg","ETHGLOBAL SYDNEY"
"Rock Paper Ninja","A Task List / Crowdfunding Solution on the Blockchain compatible with Australian Law","https://ethglobal.b-cdn.net/projects/w157h/banner/default.jpg","ETHGLOBAL SYDNEY"
"StoryQuests","A Task List / Crowdfunding Solution on the Blockchain compatible with Australian Law","https://ethglobal.b-cdn.net/projects/w157h/banner/default.jpg","ETHGLOBAL SYDNEY"
"identiFi","The gateway to any token. Instantly purchase or bridge to your favourite token on any chain in one click.","https://ethglobal.b-cdn.net/projects/1scyx/banner/default.jpg","ETHGLOBAL SYDNEY"
"Nero","#Decentralized election system with real-time results! Users can vote for candidates and view election outcomes instantly. Built using blockchain technology for transparency and security. #Web3","https://ethglobal.b-cdn.net/projects/498r0/banner/default.jpg","ETHGLOBAL SYDNEY"
"Youmio","Extention of Account Abstract Smart Wallet Using CCIP And World Coin To Recover Lost Keys","https://ethglobal.b-cdn.net/projects/1nq6z/banner/default.jpg","ETHGLOBAL SYDNEY"
